company,cc,vertical,index,raw_sector,market_cap_usd,revenue_usd,employees,ticker
Muyuan Foodstuff,CN,,CSI300,Consumer Staples,30979166667,19163888889,127550,002714
Ping An Bank,CN,,CSI300,Financials,29863888889,12784722222,41698,000001
Wens Foodstuff Group,CN,,CSI300,Consumer Staples,12965277778,14431944444,49876,300498
China Minsheng Bank,CN,,CSI300,Financials,20929166667,11625000000,61658,600016
PetroChina,CN,,CSI300,Energy,270833333333,395833333333,367173,601857
Shaanxi Coal Industry Company,CN,,CSI300,Energy,34000000000,21801388889,43455,601225
Zhongji Innolight,CN,,CSI300,Information Technology,173611111111,7091666667,11625,300308
Semiconductor Manufacturing International Corporation (SMIC),CN,,CSI300,Information Technology,107629166667,9181944444,19952,688981
ZTE,CN,,CSI300,Information Technology,23172222222,18877777778,65095,000063
Bank of China,CN,,CSI300,Financials,248611111111,78745833333,313746,601988
S.F. Holding,CN,,CSI300,Industrials,23694444444,43405555556,158761,002352
NARI Technology,CN,,CSI300,Industrials,27031944444,9291666667,12781,600406
China Mobile,CN,,CSI300,Communication,215277777778,145833333333,461345,600941
Weichai Power,CN,,CSI300,Industrials,32620833333,32904166667,101440,000338
China United Network Communications (China Unicom),CN,,CSI300,Communication,19193055556,54401388889,237251,600050
Iflytek,CN,,CSI300,Information Technology,13508333333,3850000000,16818,002230
Qingdao Haier (Haier Smart Home),CN,,CSI300,Consumer Discretionary,26558333333,41238888889,134995,600690
China Telecom Corporation,CN,,CSI300,Communication,72531944444,72276388889,277911,601728
Sungrow Power Supply,CN,,CSI300,Industrials,33583333333,11904166667,19006,300274
Bank of Ningbo,CN,,CSI300,Financials,28936111111,7987500000,24857,002142
Haitong Securities Company,CN,,CSI300,Financials,,,,
Qinghai Salt Lake Potash,CN,,CSI300,Materials,19313888889,2587500000,5864,000792
China Pacific Insurance,CN,,CSI300,Financials,41123611111,45919444444,94990,601601
TCL Corporation,CN,,CSI300,Information Technology,14563888889,26051388889,71419,000100
China International Travel Service (China Tourism Group Duty Free),CN,,CSI300,Consumer Discretionary,15731944444,7379166667,14485,601888
Shanghai Pudong Development Bank,CN,,CSI300,Financials,41863888889,15140277778,62198,600000
Sany Heavy Industry,CN,,CSI300,Industrials,25137500000,12870833333,28469,600031
China National Nuclear Power,CN,,CSI300,Utilities,25966666667,11212500000,22306,601985
China CSSC Holdings,CN,,CSI300,Industrials,35286111111,23240277778,41839,600150
Hygon Information Technology,CN,,CSI300,Information Technology,106830555556,2223611111,3333,688041
CRRC Corporation,CN,,CSI300,Industrials,22863888889,38640277778,151602,601766
Bank of Beijing,CN,,CSI300,Financials,14947222222,5965277778,19975,601169
NAURA Technology Group,CN,,CSI300,Information Technology,77004166667,5759722222,21101,002371
TBEA,CN,,CSI300,Industrials,13791666667,13725000000,31806,600089
Huatai Securities,CN,,CSI300,Financials,24469444444,5486111111,15511,601688
Foxconn Industrial Internet,CN,,CSI300,Information Technology,173611111111,137993055556,217084,601138
Chongqing Changan Automobile,CN,,CSI300,Consumer Discretionary,9073611111,22576388889,58274,000625
Tongwei Company,CN,,CSI300,Information Technology,7088888889,11155555556,44798,600438
Poly Real Estate Group (Poly Developments),CN,,CSI300,Real Estate,8470833333,41611111111,44445,600048
Will Semiconductor,CN,,CSI300,Information Technology,17531944444,4000000000,6160,603501
SAIC Motor,CN,,CSI300,Consumer Discretionary,16836111111,91083333333,179797,600104
Fuyao Glass Industry Group,CN,,CSI300,Consumer Discretionary,19452777778,6429166667,42541,600660
China Vanke,CN,,CSI300,Real Estate,4937500000,31162500000,131429,000002
Aier Eye Hospital,CN,,CSI300,Health Care,11276388889,3155555556,42817,300015
Guotai Junan Securities,CN,,CSI300,Financials,43543055556,9248611111,26228,601211
Foshan Haitian Flavouring & Food,CN,,CSI300,Consumer Staples,29362500000,4109722222,9160,603288
Zhangzhou Pientzehuang Pharmaceutical,CN,,CSI300,Health Care,11444444444,1194444444,2886,600436
China Cosco Holdings (COSCO Shipping Holdings),CN,,CSI300,Industrials,31334722222,29630555556,32768,601919
China Three Gorges Renewables (Group),CN,,CSI300,Utilities,15604166667,3850000000,7427,600905
China Railway Group Limited,CN,,CSI300,Industrials,14786111111,150000000000,289250,601390
Bank of Shanghai,CN,,CSI300,Financials,18056944444,5869444444,14558,601229
Chongqing Zhifei Biological Products,CN,,CSI300,Health Care,4215277778,1215277778,6292,300122
Focus Media Information Technology,CN,,CSI300,Communication,10330555556,1780555556,5084,002027
Advanced Micro-Fabrication Equipment (AMEC),CN,,CSI300,Information Technology,49913888889,1823611111,2963,688012
Beijing Kingsoft Office Software,CN,,CSI300,Information Technology,15462500000,866666667,6048,688111
Daqin Railway,CN,,CSI300,Industrials,13652777778,10890277778,88026,601006
Jiangsu Yanghe Brewery Joint-Stock,CN,,CSI300,Consumer Staples,8420833333,2268055556,22392,002304
China Everbright Bank,CN,,CSI300,Financials,24972222222,12237500000,48483,601818
Baoshan Iron and Steel,CN,,CSI300,Materials,17725000000,44679166667,46135,600019
United Imaging Healthcare,CN,,CSI300,Health Care,12966666667,1976388889,8703,688271
Dawning Information Industry (Sugon),CN,,CSI300,Information Technology,19877777778,2163888889,6025,603019
Anhui Conch Cement,CN,,CSI300,Materials,12880555556,11186111111,48286,600585
Zhejiang Sanhua Intelligent Controls,CN,,CSI300,Industrials,20722222222,4322222222,19090,002050
Tianqi Lithium Industries,CN,,CSI300,Materials,10477777778,1790277778,3451,002466
Postal Savings Bank of China,CN,,CSI300,Financials,82837500000,44822222222,182347,601658
China Shipbuilding Industry Company,CN,,CSI300,Industrials,,,,
CNOOC Limited,CN,,CSI300,Energy,143055555556,56590277778,22045,600938
HSBC Holdings plc,CN,,HSI,Finance,355128205128,64101282051,208844,0005
Hong Kong Exchanges and Clearing,CN,,HSI,Finance,64920512821,3871794872,2497,0388
China Construction Bank,CN,,HSI,Finance,301282051282,89544871795,378344,0939
AIA Group Limited,CN,,HSI,Finance,101746153846,26158974359,23000,1299
BOC Hong Kong Holdings,CN,,HSI,Finance,65551282051,8811538462,15585,2388
China Life,CN,,HSI,Finance,156410256410,49851282051,97505,2628
Bank of China Ltd,CN,,HSI,Finance,265384615385,82623076923,313746,3988
CLP Holdings Limited,CN,,HSI,Utilities,25102564103,11284615385,8539,0002
Hong Kong and China Gas Company,CN,,HSI,Utilities,16578205128,6965384615,54968,0003
Power Assets Holdings,CN,,HSI,Utilities,16079487179,98846154,16,0006
China Resources Power,CN,,HSI,Utilities,12816666667,13078205128,21858,0836
Cheung Kong Infrastructure Holdings,CN,,HSI,Utilities,20043589744,612820513,2253,1038
ENN Energy,CN,,HSI,Utilities,6150000000,15965384615,33742,2688
Henderson Land Development,CN,,HSI,Properties,17205128205,3300000000,10078,0012
Sun Hung Kai Properties,CN,,HSI,Properties,45514102564,11857692308,38000,0016
Hang Lung Properties,CN,,HSI,Properties,5029487179,1275641026,4526,0101
China Overseas Land & Investment,CN,,HSI,Properties,19026923077,23980769231,3130,0688
Link REIT,CN,,HSI,Properties,13193589744,1811538462,1441,0823
Longfor Properties,CN,,HSI,Properties,6178205128,13883333333,31653,0960
China Resources Land,CN,,HSI,Properties,31083333333,40152564103,59077,1109
CK Asset Holdings,CN,,HSI,Properties,21680769231,7428205128,54000,1113
China Resources Mixc Lifestyle,CN,,HSI,Properties,11483333333,2570512821,37704,1209
Wharf Real Estate Investment Company,CN,,HSI,Properties,9933333333,1643589744,2900,1997
CK Hutchison Holdings,CN,,HSI,Commerce & Industry,35771794872,35902564103,300000,0001
Galaxy Entertainment Group,CN,,HSI,Commerce & Industry,17903846154,6319230769,21200,0027
MTR Corporation,CN,,HSI,Commerce & Industry,26080769231,7111538462,29866,0066
Geely Auto,CN,,HSI,Commerce & Industry,24792307692,51924358974,73000,0175
Alibaba Health,CN,,HSI,Commerce & Industry,7046153846,4992307692,1394,0241
CITIC Limited,CN,,HSI,Commerce & Industry,44978205128,134615384615,193011,0267
BYD Electronics,CN,,HSI,Commerce & Industry,6788461538,25605128205,165000,0285
WH Group,CN,,HSI,Commerce & Industry,13734615385,27966666667,106000,0288
China Resources Beer,CN,,HSI,Commerce & Industry,9998717949,5419230769,24099,0291
Orient Overseas (International),CN,,HSI,Commerce & Industry,12462820513,9701282051,11665,0316
Tingyi,CN,,HSI,Commerce & Industry,8311538462,11280769231,60720,0322
Sinopec Corp,CN,,HSI,Commerce & Industry,87930769231,401282051282,351104,0386
Techtronic Industries,CN,,HSI,Commerce & Industry,30930769231,15226923077,48318,0669
Tencent Holdings Limited,CN,,HSI,Commerce & Industry,512820512821,111947435897,114848,0700
China Unicom,CN,,HSI,Commerce & Industry,26008974359,57079487179,237251,0762
PetroChina Company Limited,CN,,HSI,Commerce & Industry,288461538462,415384615385,367173,0857
Xinyi Glass,CN,,HSI,Commerce & Industry,5121794872,2971794872,16057,0868
Zhongsheng Group,CN,,HSI,Commerce & Industry,1305128205,23455128205,30287,0881
China Mobile Ltd,CN,,HSI,Commerce & Industry,229487179487,153846153846,461345,0941
Xinyi Solar,CN,,HSI,Commerce & Industry,2579487179,2975641026,7712,0968
Semiconductor Manufacturing International Corporation,CN,,HSI,Commerce & Industry,109387179487,,19952,0981
Lenovo,CN,,HSI,Commerce & Industry,39153846154,83501282051,73500,0992
Kuaishou,CN,,HSI,Commerce & Industry,23685897436,20967948718,24202,1024
Hengan International Group,CN,,HSI,Commerce & Industry,3498717949,3291025641,23000,1044
CSPC Pharmaceutical Group,CN,,HSI,Commerce & Industry,12267948718,3710256410,19700,1093
Sinopharm Group,CN,,HSI,Commerce & Industry,6773076923,83687179487,94910,1099
Sino Biopharm,CN,,HSI,Commerce & Industry,12212820513,4542307692,21435,1177
BYD Company,CN,,HSI,Commerce & Industry,114903846154,114224358974,869600,1211
China Hongqiao Group,CN,,HSI,Commerce & Industry,30138461538,23162820513,51234,1378
Xiaomi,CN,,HSI,Commerce & Industry,89556410256,64867948718,55994,1810
Budweiser Brewing Company APAC,CN,,HSI,Commerce & Industry,11150000000,5825641026,21000,1876
Sands China,CN,,HSI,Commerce & Industry,13696153846,7426923077,27875,1928
Chow Tai Fook,CN,,HSI,Commerce & Industry,15821794872,12102564103,24700,1929
Li Auto,CN,,HSI,Commerce & Industry,12028205128,15938461538,30728,2015
Anta Sports,CN,,HSI,Commerce & Industry,27214102564,11444871795,69100,2020
ZTO Express,CN,,HSI,Commerce & Industry,18379487179,7503846154,23399,2057
WuXi Biologics,CN,,HSI,Commerce & Industry,20644871795,3108974359,13252,2269
Shenzhou International,CN,,HSI,Commerce & Industry,8146153846,4421794872,108680,2313
Mengniu Dairy,CN,,HSI,Commerce & Industry,9092307692,11733333333,38301,2319
Li-Ning,CN,,HSI,Commerce & Industry,4887179487,4223076923,5152,2331
Sunny Optical,CN,,HSI,Commerce & Industry,8193589744,6167948718,34393,2382
JD Logistics,CN,,HSI,Commerce & Industry,11114102564,33628205128,682705,2618
Zijin Mining,CN,,HSI,Commerce & Industry,125941025641,53721794872,66708,2899
Meituan,CN,,HSI,Commerce & Industry,69093589744,53873076923,111298,3690
Hansoh Pharmaceutical Group,CN,,HSI,Commerce & Industry,25324358974,2143589744,9347,3692
JD Health,CN,,HSI,Commerce & Industry,15334615385,10478205128,5263,6618
Haier (Haier Smart Home),CN,,HSI,Commerce & Industry,28383333333,43267948718,134995,6690
Haidilao,CN,,HSI,Commerce & Industry,8146153846,6166666667,125620,6862
JD.com,CN,,HSI,Commerce & Industry,40928205128,192307692308,900000,9618
Nongfu Spring,CN,,HSI,Commerce & Industry,61855128205,7497435897,28000,9633
Baidu,CN,,HSI,Commerce & Industry,36773076923,18755128205,33500,9888
Trip.com Group,CN,,HSI,Commerce & Industry,26951282051,9441025641,43574,9961
Alibaba Group,CN,,HSI,Commerce & Industry,266666666667,148717948718,131462,9988
Pop Mart,CN,,HSI,Commerce & Industry,27237179487,5296153846,10434,9992
NetEase,CN,,HSI,Commerce & Industry,78389743590,16669230769,25382,9999
Adidas,DE,,DAX40,Apparel,33814800000,27270000000,64938,ADS.DE
Airbus,DE,,DAX40,Aerospace & Defence,177098400000,79293600000,166876,AIR.DE
Allianz,DE,,DAX40,Financial Services,173037600000,122223600000,138378,ALV.DE
BASF,DE,,DAX40,Chemicals,45543600000,63903600000,106428,BAS.DE
Bayer,DE,,DAX40,Pharmaceuticals,49831200000,48859200000,87757,BAYN.DE
Beiersdorf,DE,,DAX40,Consumer Goods,18576000000,10638000000,22399,BEI.DE
BMW,DE,,DAX40,Automotive,37810800000,141156000000,154540,BMW.DE
Brenntag,DE,,DAX40,Distribution,9212400000,16383600000,17300,BNR.DE
Commerzbank,DE,,DAX40,Financial Services,42400800000,12528000000,40144,CBK.DE
Continental,DE,,DAX40,Automotive,15357600000,20703600000,22076,CON.DE
Daimler Truck,DE,,DAX40,Automotive,36126000000,49172400000,108655,DTG.DE
Deutsche Bank,DE,,DAX40,Financial Services,63255600000,32216400000,90067,DBK.DE
Deutsche Börse,DE,,DAX40,Financial Services,49917600000,8391600000,16475,DB1.DE
Deutsche Post,DE,,DAX40,Logistics,68266800000,89683200000,579479,DHL.DE
Deutsche Telekom,DE,,DAX40,Telecommunication,141177600000,131706000000,196586,DTE.DE
E.ON,DE,,DAX40,Utilities,55339200000,86875200000,78996,EOAN.DE
Fresenius,DE,,DAX40,Healthcare,26503200000,24699600000,177783,FRE.DE
Fresenius Medical Care,DE,,DAX40,Healthcare,12258000000,21200400000,108165,FME.DE
GEA Group,DE,,DAX40,Mechanical Engineering,11005200000,5950800000,19670,G1A.DE
Hannover Re,DE,,DAX40,Insurance,32324400000,27993600000,4245,HNR1.DE
Heidelberg Materials,DE,,DAX40,Construction Materials,32421600000,23274000000,48973,HEI.DE
Henkel,DE,,DAX40,Consumer Goods,31762800000,22140000000,42200,HEN3.DE
Infineon Technologies,DE,,DAX40,Technology,97966800000,16329600000,56500,IFX.DE
Mercedes-Benz Group,DE,,DAX40,Automotive,44776800000,142786800000,164120,MBG.DE
Merck,DE,,DAX40,Pharmaceuticals,64281600000,22636800000,59077,MRK.DE
MTU Aero Engines,DE,,DAX40,Aerospace & Defence,19807200000,9460800000,13674,MTX.DE
Munich Re,DE,,DAX40,Insurance,68428800000,67294800000,44369,MUV2.DE
Porsche SE,DE,,DAX40,Automotive,9190800000,,46,PAH3.DE
Qiagen,DE,,DAX40,Biotech,7938000000,2090000000,5500,QIA.DE
Rheinmetall,DE,,DAX40,Aerospace & Defence,50662800000,10875600000,28815,RHM.DE
RWE,DE,,DAX40,Utilities,44949600000,19828800000,19969,RWE.DE
SAP,DE,,DAX40,Technology,175950000000,43060000000,111397,SAP.DE
Scout24,DE,,DAX40,E-Commerce,5162400000,722984400,1111,G24.DE
Siemens,DE,,DAX40,Industrials,225169200000,86076000000,317000,SIE.DE
Siemens Energy,DE,,DAX40,Energy Technology,140713200000,43351200000,103000,ENR.DE
Siemens Healthineers,DE,,DAX40,Medical Equipment,41569200000,24915600000,73800,SHL.DE
Symrise,DE,,DAX40,Chemicals,13014000000,5324400000,12971,SY1.DE
Volkswagen Group,DE,,DAX40,Automotive,40100400000,347662800000,598592,VOW3.DE
Vonovia,DE,,DAX40,Real Estate,19094400000,6415200000,12898,VNA.DE
Zalando,DE,,DAX40,E-Commerce,7344000000,13953600000,16998,ZAL.DE
A.P. Møller-Mærsk,DK,,OMXC25,Shipping,34855072464,50388405797,100000,MAERSK-B.CO
Sydbank,DK,,OMXC25,Banks,7626086957,1378260870,4109,SYDB.CO
Ambu,DK,,OMXC25,Healthcare,2647826087,884057971,5200,AMBU-B.CO
Carlsberg,DK,,OMXC25,Beverages,18953623188,12913043478,36998,CARL-B.CO
Coloplast,DK,,OMXC25,Healthcare,13437681159,4065217391,17083,COLO-B.CO
Danske Bank,DK,,OMXC25,Banks,41905797101,8371014493,19724,DANSKE.CO
Demant,DK,,OMXC25,Healthcare,8295652174,3328985507,26704,DEMANT.CO
DSV,DK,,OMXC25,Logistics,49605797101,42140579710,148830,DSV.CO
FLSmidth,DK,,OMXC25,Industrials,3717391304,2055072464,5340,FLS.CO
Genmab,DK,,OMXC25,Pharma,17002898551,3665217391,3088,GMAB.CO
GN Store Nord,DK,,OMXC25,Healthcare,1936231884,2405797101,7736,GN.CO
ISS,DK,,OMXC25,Services,6550724638,12272463768,326528,ISS.CO
Jyske Bank,DK,,OMXC25,Banks,8428985507,2053623188,3845,JYSK.CO
NKT,DK,,OMXC25,Industrials,6949275362,3891304348,6554,NKT.CO
Nordea Bank,DK,,OMXC25,Banks,39744000000,12682440000,29153,NDA-DK.CO
Novo Nordisk,DK,,OMXC25,Pharma,204347826087,47507246377,67900,NOVO-B.CO
Novonesis,DK,,OMXC25,Biotech,28676811594,4549275362,11263,NSIS-B.CO
Pandora,DK,,OMXC25,Consumer Goods,7707246377,4682608696,39000,PNDORA.CO
Rockwool,DK,,OMXC25,Building Materials,5989855072,4200000000,11827,ROCK-B.CO
Royal Unibrew,DK,,OMXC25,Beverages,3346376812,2294202899,4006,RBREW.CO
Tryg,DK,,OMXC25,Insurance,13523188406,6336231884,6829,TRYG.CO
Vestas Wind Systems,DK,,OMXC25,Energy,25098550725,20927536232,36808,VWS.CO
Zealand Pharma,DK,,OMXC25,Pharma,2985507246,1339130435,544,ZEAL.CO
Ørsted,DK,,OMXC25,Utilities,29302898551,11617391304,7675,ORSTED.CO
ACS,ES,,IBEX35,Construction,33534000000,54442800000,167803,ACS.MC
Acerinox,ES,,IBEX35,Steel,4482000000,6069600000,9094,ACX.MC
Amadeus IT Group,ES,,IBEX35,Tourism,22712400000,7041600000,20605,AMS.MC
Acciona,ES,,IBEX35,Construction,14882400000,23209200000,68502,ANA.MC
Acciona Energía,ES,,IBEX35,Energy,7700400000,4438800000,3134,ANE.MC
BBVA,ES,,IBEX35,Financial Services,137257200000,34182000000,123368,BBVA.MC
Bankinter,ES,,IBEX35,Financial Services,15379200000,2991600000,6648,BKT.MC
CaixaBank,ES,,IBEX35,Financial Services,98550000000,16696800000,47257,CABK.MC
Cellnex Telecom,ES,,IBEX35,Telecommunications,18144000000,4471200000,2494,CLNX.MC
Inmobiliaria Colonial,ES,,IBEX35,Real Estate,3618000000,459032400,226,COL.MC
AENA,ES,,IBEX35,Aviation,42541200000,6804000000,10238,AENA.MC
Endesa,ES,,IBEX35,Energy,46537200000,22626000000,8927,ELE.MC
Enagás,ES,,IBEX35,Energy,4903200000,1028322000,1402,ENG.MC
Fluidra,ES,,IBEX35,Manufacturing,3704400000,2430000000,6753,FDR.MC
Ferrovial,ES,,IBEX35,Infrastructure,43718400000,10400400000,22609,FER.MC
Grifols,ES,,IBEX35,Pharmaceuticals,6382800000,8121600000,25000,GRF.MC
International Airlines Group,ES,,IBEX35,Aviation,24526800000,36018000000,65203,IAG.MC
Iberdrola,ES,,IBEX35,Energy,149104800000,47606400000,45339,IBE.MC
Indra,ES,,IBEX35,Information Technology,9698400000,6015600000,62689,IDR.MC
Inditex,ES,,IBEX35,Textile,183675600000,43048800000,163047,ITX.MC
Logista,ES,,IBEX35,Logistics,4881600000,14623200000,7701,LOG.MC
Mapfre,ES,,IBEX35,Insurance,15109200000,32421600000,30846,MAP.MC
Merlin Properties,ES,,IBEX35,Real Estate,10130400000,612360000,295,MRL.MC
ArcelorMittal,ES,,IBEX35,Steel,47876400000,61350000000,125554,MT.AS
Naturgy,ES,,IBEX35,Energy,29494800000,21016800000,6678,NTGY.MC
Puig,ES,,IBEX35,Clothes and Cosmetics,10216800000,5443200000,11701,PUIG.MC
Redeia Corporación,ES,,IBEX35,Energy,9126000000,1868400000,2095,RED.MC
Repsol,ES,,IBEX35,Oil and Gas,30412800000,52218000000,24523,REP.MC
Laboratorios Rovi [es],ES,,IBEX35,Pharmaceuticals,3099600000,834894000,2045,ROVI.MC
Banco Sabadell,ES,,IBEX35,Financial Services,17452800000,4762800000,13943,SAB.MC
Santander,ES,,IBEX35,Financial Services,186494400000,52347600000,186370,SAN.MC
Sacyr,ES,,IBEX35,Construction,4201200000,5032800000,13979,SCYR.MC
Solaria,ES,,IBEX35,Solar Energy,2505600000,327186000,212,SLR.MC
Telefónica,ES,,IBEX35,Telecommunications,22021200000,38782800000,82175,TEF.MC
Unicaja,ES,,IBEX35,Financial Services,9277200000,2138400000,7274,UNI.MC
Elisa,FI,,OMXH25,Telecom,5950800000,2430000000,6068,ELISA.HE
Fortum,FI,,OMXH25,Utilities,20142000000,5929200000,4535,FORTUM.HE
Hiab,FI,,OMXH25,Industrials,4125600000,1652400000,3906,HIAB.HE
Huhtamäki,FI,,OMXH25,Packaging,3099600000,4222800000,17343,HUH1V.HE
Kalmar,FI,,OMXH25,Industrials,2764800000,1965600000,5290,KALMAR.HE
Kemira,FI,,OMXH25,Chemicals,2548800000,2937600000,4871,KEMIRA.HE
Kesko,FI,,OMXH25,Retail,8834400000,13899600000,18864,KESKOB.HE
Kojamo,FI,,OMXH25,Real Estate,2700000000,475200000,300,KOJAMO.HE
KONE,FI,,OMXH25,Industrials,26146800000,12279600000,64884,KNEBV.HE
Konecranes,FI,,OMXH25,Industrials,7322400000,4438800000,16403,KCR.HE
Mandatum,FI,,OMXH25,Financials,3067200000,451656000,634,MANTA.HE
Metso,FI,,OMXH25,Industrials,14083200000,5702400000,17572,METSO.HE
Neste,FI,,OMXH25,Energy,27529200000,20692800000,4891,NESTE.HE
Nokia,FI,,OMXH25,Telecom Equipment,55533600000,21600000000,78005,NOKIA.HE
Nokian Tyres,FI,,OMXH25,Consumer Discretionary,2278800000,1533600000,4601,TYRES.HE
